"","Taxon","leaf.area","source"
"543","Glochidion ferdinandi",20.23,"Gallagher_field_workPHD"
"634","Glochidion ferdinandi",23.48,"Gallagher_field_workPHD"
"694","Glochidion ferdinandi",25.351,"AUSTRAITS_dataset_30"
"902","Glochidion ferdinandi",34.9,"Gallagher_field_workPHD"
"26","Grevillea robusta",1.155,"AUSTRAITS_dataset_49"
"226","Guioa semiglauca",9.6,"AUSTRAITS_dataset_68"
"290","Guioa semiglauca",10.833,"AUSTRAITS_dataset_68"
"300","Guioa semiglauca",11.375,"AUSTRAITS_dataset_49"
"311","Guioa semiglauca",11.77,"Gallagher_field_workPHD"
"381","Guioa semiglauca",14.9,"Gallagher_field_workPHD"
"422","Guioa semiglauca",16.8,"Gallagher_field_workPHD"
"479","Guioa semiglauca",18.74,"Gallagher_field_workPHD"
"527","Guioa semiglauca",19.7,"Gallagher_field_workPHD"
"561","Guioa semiglauca",20.74,"Gallagher_field_workPHD"
"462","Helicia glabriflora",18.33,"AUSTRAITS_dataset_68"
"503","Helicia glabriflora",19.25,"AUSTRAITS_dataset_49"
"1020","Helicia glabriflora",44.85,"Gallagher_field_workPHD"
"371","Heritiera trifoliolata",14.667,"AUSTRAITS_dataset_68"
"382","Heritiera trifoliolata",20.568,"AUSTRAITS_dataset_52"
"1134","Hibiscus heterophyllus",96.25,"AUSTRAITS_dataset_49"
"985","Hicksbeachia pinnatifolia",41.33,"AUSTRAITS_dataset_68"
"1004","Hicksbeachia pinnatifolia",43.4,"AUSTRAITS_dataset_49"
"171","Hippocratea barbata",7.138,"AUSTRAITS_dataset_8"
"172","Hippocratea barbata",7.14,"AUSTRAITS_dataset_68"
"319","Hippocratea barbata",12.47,"AUSTRAITS_dataset_68"
"438","Hippocratea barbata",17.15,"AUSTRAITS_dataset_68"
"593","Hippocratea barbata",22.05,"AUSTRAITS_dataset_49"
"251","Hodgkinsonia ovatiflora",10,"AUSTRAITS_dataset_68"
"280","Hodgkinsonia ovatiflora",10.5,"AUSTRAITS_dataset_49"
"807","Hymenosporum flavum",30,"AUSTRAITS_dataset_68"
"815","Hymenosporum flavum",30.87,"AUSTRAITS_dataset_49"
"778","Ixora beckleri",28.5,"AUSTRAITS_dataset_68"
"803","Ixora beckleri",29.925,"AUSTRAITS_dataset_49"
"72","Jagera pseudorhus",3.9,"AUSTRAITS_dataset_68"
"85","Jagera pseudorhus",4.4,"Gallagher_field_workPHD"
"96","Jagera pseudorhus",4.81,"Gallagher_field_workPHD"
"211","Jagera pseudorhus",8.978,"AUSTRAITS_dataset_49"
"263","Lantana camara",10.08,"AUSTRAITS_dataset_68"
"750","Lantana camara",27.49,"AUSTRAITS_dataset_68"
"751","Lantana camara",27.491,"AUSTRAITS_dataset_8"
"923","Lantana camara",35.96,"AUSTRAITS_dataset_68"
"924","Lantana camara",35.961,"AUSTRAITS_dataset_8"
"1139","Legnephora moorei",105.04,"AUSTRAITS_dataset_68"
"1142","Legnephora moorei",107.33,"AUSTRAITS_dataset_68"
"1149","Legnephora moorei",130.67,"AUSTRAITS_dataset_68"
"1151","Legnephora moorei",143.02,"AUSTRAITS_dataset_68"
"1153","Legnephora moorei",168.175,"AUSTRAITS_dataset_49"
"148","Lepiderema pulchella",6.431,"AUSTRAITS_dataset_49"
"485","Ligustrum lucidum",27.951,"AUSTRAITS_dataset_52"
"492","Ligustrum lucidum",48,"AUSTRAITS_dataset_10"
"763","Ligustrum lucidum",27.95,"AUSTRAITS_dataset_68"
"164","Ligustrum sinense",13.07,"AUSTRAITS_dataset_10"
"27","Lomandra longifolia",61.33,"AUSTRAITS_dataset_10"
"32","Lomandra longifolia",1.539,"AUSTRAITS_dataset_8"
"187","Lomandra longifolia",8.158,"AUSTRAITS_dataset_8"
"388","Lomandra longifolia",15.39,"AUSTRAITS_dataset_68"
"511","Lomandra longifolia",19.54,"AUSTRAITS_dataset_68"
"512","Lomandra longifolia",19.541,"AUSTRAITS_dataset_8"
"632","Lomandra longifolia",23.385,"AUSTRAITS_dataset_8"
"633","Lomandra longifolia",23.39,"AUSTRAITS_dataset_68"
"769","Lomandra longifolia",28.125,"AUSTRAITS_dataset_8"
"770","Lomandra longifolia",28.13,"AUSTRAITS_dataset_68"
"1121","Lomandra longifolia",81.58,"AUSTRAITS_dataset_68"
"1122","Lomandra longifolia",83.809,"AUSTRAITS_dataset_8"
"1123","Lomandra longifolia",83.81,"AUSTRAITS_dataset_68"
"818","Lophostemon confertus",30.92,"AUSTRAITS_dataset_68"
"930","Lophostemon confertus",36.444,"AUSTRAITS_dataset_49"
"717","Lophostemon suaveolens",26.1,"AUSTRAITS_dataset_45"
"718","Lophostemon suaveolens",26.14,"AUSTRAITS_dataset_61"
"719","Lophostemon suaveolens",26.16,"AUSTRAITS_dataset_43"
"851","Lophostemon suaveolens",32.27,"AUSTRAITS_dataset_39"
"914","Lophostemon suaveolens",35.438,"AUSTRAITS_dataset_49"
"1060","Lophostemon suaveolens",51.46,"AUSTRAITS_dataset_43"
"1062","Lophostemon suaveolens",51.5,"AUSTRAITS_dataset_61"
"946","Macadamia tetraphylla",37.52,"AUSTRAITS_dataset_49"
"1058","Macadamia tetraphylla",50.17,"AUSTRAITS_dataset_68"
"174","Maclura cochinchinensis",7.33,"AUSTRAITS_dataset_68"
"175","Maclura cochinchinensis",7.45,"Gallagher_field_workPHD"
"180","Maclura cochinchinensis",7.7,"AUSTRAITS_dataset_49"
"181","Maclura cochinchinensis",7.83,"AUSTRAITS_dataset_68"
"188","Maclura cochinchinensis",8.24,"Gallagher_field_workPHD"
"189","Maclura cochinchinensis",8.25,"AUSTRAITS_dataset_68"
"191","Maclura cochinchinensis",8.33,"AUSTRAITS_dataset_68"
"194","Maclura cochinchinensis",8.35,"AUSTRAITS_dataset_68"
"202","Maclura cochinchinensis",8.66,"AUSTRAITS_dataset_68"
"212","Maclura cochinchinensis",8.99,"AUSTRAITS_dataset_68"
"293","Maclura cochinchinensis",11.069,"AUSTRAITS_dataset_49"
"294","Maclura cochinchinensis",11.1,"Gallagher_field_workPHD"
"920","Mallotus claoxyloides",35.875,"AUSTRAITS_dataset_49"
"386","Mallotus discolor",15.17,"AUSTRAITS_dataset_68"
"397","Mallotus discolor",15.925,"AUSTRAITS_dataset_49"
"1071","mallotus philippensis",53.594,"AUSTRAITS_dataset_29"
"647","Mallotus philippensis",24,"AUSTRAITS_dataset_68"
"999","Mallotus philippensis",42.525,"AUSTRAITS_dataset_49"
"702","Marsdenia rostrata",25.5,"AUSTRAITS_dataset_68"
"705","Marsdenia rostrata",25.548,"AUSTRAITS_dataset_8"
"707","Marsdenia rostrata",25.55,"AUSTRAITS_dataset_68"
"820","Marsdenia rostrata",31,"Gallagher_field_workPHD"
"967","Marsdenia rostrata",39.813,"AUSTRAITS_dataset_49"
"1048","Marsdenia rostrata",48.8,"Gallagher_field_workPHD"
"1051","Marsdenia rostrata",49.5,"Gallagher_field_workPHD"
"1054","Marsdenia rostrata",49.98,"Gallagher_field_workPHD"
"1068","Marsdenia rostrata",52.18,"Gallagher_field_workPHD"
"679","Medicosma cunninghamii",24.92,"AUSTRAITS_dataset_68"
"720","Medicosma cunninghamii",26.163,"AUSTRAITS_dataset_49"
"20","Melaleuca bracteata",0.299,"AUSTRAITS_dataset_49"
"178","Melaleuca quinquenervia",7.508,"AUSTRAITS_dataset_49"
"146","Melia azedarach",6.3,"AUSTRAITS_dataset_49"
"281","Melodinus australis",10.5,"AUSTRAITS_dataset_68"
"665","Melodinus australis",24.82,"AUSTRAITS_dataset_68"
"1052","Melodinus australis",49.613,"AUSTRAITS_dataset_49"
"1145","Melodinus australis",110.25,"AUSTRAITS_dataset_6"
"573","Melodorum leichhardtii",21,"AUSTRAITS_dataset_68"
"594","Melodorum leichhardtii",22.05,"AUSTRAITS_dataset_49"
"938","Melodorum leichhardtii",37.19,"AUSTRAITS_dataset_68"
"1159","Melodorum leichhardtii",396.9,"AUSTRAITS_dataset_6"
"684","Micromelum minutum",24.983,"AUSTRAITS_dataset_56"
"827","Micromelum minutum",31.238,"AUSTRAITS_dataset_49"
"581","Mischarytera lautereriana",21.175,"AUSTRAITS_dataset_49"
"455","Mischocarpus australis",17.85,"AUSTRAITS_dataset_49"
"163","Mischocarpus pyriformis",6.75,"AUSTRAITS_dataset_68"
"611","Mischocarpus pyriformis",22.667,"AUSTRAITS_dataset_68"
"979","Mischocarpus pyriformis",40.51,"Gallagher_field_workPHD"
"1011","Mischocarpus pyriformis",43.86,"Gallagher_field_workPHD"
"1021","Mischocarpus pyriformis",45.019,"AUSTRAITS_dataset_49"
"1065","Mischocarpus pyriformis",51.85,"Gallagher_field_workPHD"
"1073","Mischocarpus pyriformis",54.69,"Gallagher_field_workPHD"
"64","Morinda jasminoides",3.33,"AUSTRAITS_dataset_68"
"88","Morinda jasminoides",4.717,"AUSTRAITS_dataset_8"
"90","Morinda jasminoides",4.72,"AUSTRAITS_dataset_68"
"166","Morinda jasminoides",6.85,"AUSTRAITS_dataset_68"
"167","Morinda jasminoides",6.92,"Gallagher_field_workPHD"
"168","Morinda jasminoides",7,"AUSTRAITS_dataset_68"
"223","Morinda jasminoides",9.16,"Gallagher_field_workPHD"
"228","Morinda jasminoides",9.73,"AUSTRAITS_dataset_68"
"239","Morinda jasminoides",9.78,"Gallagher_field_workPHD"
"242","Morinda jasminoides",9.84,"AUSTRAITS_dataset_68"
"243","Morinda jasminoides",9.843,"AUSTRAITS_dataset_8"
"245","Morinda jasminoides",9.86,"AUSTRAITS_dataset_68"
"246","Morinda jasminoides",9.861,"AUSTRAITS_dataset_8"
"256","Morinda jasminoides",10.065,"AUSTRAITS_dataset_8"
"258","Morinda jasminoides",10.07,"AUSTRAITS_dataset_68"
"271","Morinda jasminoides",10.377,"AUSTRAITS_dataset_8"
"295","Morinda jasminoides",11.13,"Gallagher_field_workPHD"
"301","Morinda jasminoides",11.375,"AUSTRAITS_dataset_49"
"310","Morinda jasminoides",11.67,"Gallagher_field_workPHD"
"349","Morinda jasminoides",13.33,"Gallagher_field_workPHD"
"362","Morinda jasminoides",14.06,"Gallagher_field_workPHD"
"402","Morinda jasminoides",16.15,"Gallagher_field_workPHD"
"82","Myrsine variabilis",4.03,"AUSTRAITS_dataset_68"
"141","Myrsine variabilis",6.12,"Gallagher_field_workPHD"
"205","Myrsine variabilis",8.67,"AUSTRAITS_dataset_68"
"346","Myrsine variabilis",13.125,"AUSTRAITS_dataset_49"
"385","Myrsine variabilis",15.07,"Gallagher_field_workPHD"
"499","Myrsine variabilis",19.18,"Gallagher_field_workPHD"
"904","Myrsine variabilis",34.97,"Gallagher_field_workPHD"
"754","Neolitsea dealbata",27.618,"AUSTRAITS_dataset_8"
"756","Neolitsea dealbata",27.62,"AUSTRAITS_dataset_68"
"947","Neolitsea dealbata",38.406,"AUSTRAITS_dataset_8"
"948","Neolitsea dealbata",38.41,"AUSTRAITS_dataset_68"
"959","Neolitsea dealbata",38.94,"Gallagher_field_workPHD"
"1008","Neolitsea dealbata",43.75,"AUSTRAITS_dataset_68"
"1069","Neolitsea dealbata",52.28,"AUSTRAITS_dataset_68"
"1076","Neolitsea dealbata",56.84,"AUSTRAITS_dataset_68"
"1092","Neolitsea dealbata",63,"AUSTRAITS_dataset_49"
"1119","Neolitsea dealbata",81.31,"AUSTRAITS_dataset_68"
"1120","Neolitsea dealbata",81.312,"AUSTRAITS_dataset_28"
"1129","Neolitsea dealbata",86.03,"AUSTRAITS_dataset_39"
"1137","Neolitsea dealbata",98.812,"AUSTRAITS_dataset_28"
"1138","Neolitsea dealbata",101.356,"AUSTRAITS_dataset_28"
"1","Notelaea longifolia",44.096,"AUSTRAITS_dataset_12"
"2","Notelaea longifolia",22.839,"AUSTRAITS_dataset_12"
"538","Notelaea longifolia",20.15,"Gallagher_field_workPHD"
"585","Notelaea longifolia",21.45,"AUSTRAITS_dataset_68"
"620","Notelaea longifolia",23.11,"Gallagher_field_workPHD"
"695","Notelaea longifolia",25.38,"Gallagher_field_workPHD"
"809","Notelaea longifolia",30.03,"AUSTRAITS_dataset_49"
"876","Notelaea longifolia",33.76,"Gallagher_field_workPHD"
"903","Notelaea longifolia",34.93,"Gallagher_field_workPHD"
"960","Notelaea longifolia",39.04,"Gallagher_field_workPHD"
"1130","Notelaea longifolia",89.49,"Gallagher_field_workPHD"
"25","Notelaea microcarpa",4.801,"AUSTRAITS_dataset_52"
"93","Notelaea microcarpa",4.8,"AUSTRAITS_dataset_68"
"99","Notelaea microcarpa",18.844,"AUSTRAITS_dataset_52"
"127","Notelaea microcarpa",5.653,"AUSTRAITS_dataset_49"
"483","Notelaea microcarpa",18.84,"AUSTRAITS_dataset_68"
"60","Ochna serrulata",3.26,"AUSTRAITS_dataset_68"
"117","Ochna serrulata",5.31,"AUSTRAITS_dataset_68"
"118","Ochna serrulata",5.313,"AUSTRAITS_dataset_8"
"253","Ochna serrulata",10.05,"AUSTRAITS_dataset_68"
"255","Ochna serrulata",10.055,"AUSTRAITS_dataset_8"
"724","Olea paniculata",26.25,"AUSTRAITS_dataset_49"
"877","Olea paniculata",33.78,"Gallagher_field_workPHD"
"12","Pandorea pandorana",0.209,"AUSTRAITS_dataset_8"
"38","Pandorea pandorana",2.182,"AUSTRAITS_dataset_8"
"101","Pandorea pandorana",5.2,"AUSTRAITS_dataset_68"
"124","Pandorea pandorana",5.6,"AUSTRAITS_dataset_68"
"128","Pandorea pandorana",5.686,"AUSTRAITS_dataset_8"
"152","Pandorea pandorana",6.55,"AUSTRAITS_dataset_8"
"357","Pandorea pandorana",13.93,"Gallagher_field_workPHD"
"361","Pandorea pandorana",14.02,"Gallagher_field_workPHD"
"519","Pandorea pandorana",19.6,"AUSTRAITS_dataset_49"
"725","Pandorea pandorana",26.25,"AUSTRAITS_dataset_68"
"155","Pararchidendron pruinosum",6.667,"AUSTRAITS_dataset_68"
"366","Pararchidendron pruinosum",14.333,"AUSTRAITS_dataset_49"
"411","Pararchidendron pruinosum",16.43,"Gallagher_field_workPHD"
"98","Parsonsia straminea",5.126,"AUSTRAITS_dataset_8"
"100","Parsonsia straminea",5.13,"AUSTRAITS_dataset_68"
"165","Parsonsia straminea",6.83,"AUSTRAITS_dataset_8"
"398","Parsonsia straminea",16.06,"AUSTRAITS_dataset_68"
"509","Parsonsia straminea",50.03,"AUSTRAITS_dataset_52"
"692","Parsonsia straminea",25.3,"AUSTRAITS_dataset_68"
"747","Parsonsia straminea",26.98,"Gallagher_field_workPHD"
"831","Parsonsia straminea",31.53,"AUSTRAITS_dataset_68"
"1006","Parsonsia straminea",43.51,"Gallagher_field_workPHD"
"1015","Parsonsia straminea",44.33,"AUSTRAITS_dataset_68"
"1050","Parsonsia straminea",49,"AUSTRAITS_dataset_49"
"1072","Parsonsia straminea",54.24,"Gallagher_field_workPHD"
"1150","Passiflora edulis",130.67,"AUSTRAITS_dataset_68"
"1044","Pavetta australiensis",47.775,"AUSTRAITS_dataset_49"
"7","Phyllanthus microcladus",0.147,"AUSTRAITS_dataset_49"
"35","Pilidiostigma rhytispermum",1.89,"AUSTRAITS_dataset_49"
"1061","Piper hederaceum",51.476,"AUSTRAITS_dataset_49"
"16","Pittosporum multiflorum",0.26,"AUSTRAITS_dataset_68"
"19","Pittosporum multiflorum",0.276,"AUSTRAITS_dataset_49"
"5","Pittosporum undulatum",29.371,"AUSTRAITS_dataset_12"
"6","Pittosporum undulatum",14.807,"AUSTRAITS_dataset_12"
"80","Pittosporum undulatum",29.577,"AUSTRAITS_dataset_52"
"225","Pittosporum undulatum",19.67,"AUSTRAITS_dataset_52"
"368","Pittosporum undulatum",24.1,"AUSTRAITS_dataset_10"
"506","Pittosporum undulatum",19.25,"AUSTRAITS_dataset_68"
"542","Pittosporum undulatum",20.213,"AUSTRAITS_dataset_49"
"578","Pittosporum undulatum",21.01,"Gallagher_field_workPHD"
"759","Pittosporum undulatum",27.685,"AUSTRAITS_dataset_28"
"797","Pittosporum undulatum",29.58,"AUSTRAITS_dataset_68"
"801","Pittosporum undulatum",29.79,"Gallagher_field_workPHD"
"804","Pittosporum undulatum",39.237,"AUSTRAITS_dataset_52"
"823","Pittosporum undulatum",31.151,"AUSTRAITS_dataset_28"
"858","Pittosporum undulatum",32.39,"AUSTRAITS_dataset_68"
"859","Pittosporum undulatum",32.392,"AUSTRAITS_dataset_28"
"883","Pittosporum undulatum",34.245,"AUSTRAITS_dataset_8"
"884","Pittosporum undulatum",34.25,"AUSTRAITS_dataset_68"
"892","Pittosporum undulatum",34.58,"Gallagher_field_workPHD"
"935","Pittosporum undulatum",36.77,"Gallagher_field_workPHD"
"965","Pittosporum undulatum",39.24,"AUSTRAITS_dataset_68"
"794","Planchonella australis",29.4,"AUSTRAITS_dataset_49"
"284","Pleurostylia opposita",10.5,"AUSTRAITS_dataset_49"
"430","Polyscias elegans",16.98,"Gallagher_field_workPHD"
"741","Polyscias elegans",26.917,"AUSTRAITS_dataset_68"
"749","Polyscias elegans",27.36,"Gallagher_field_workPHD"
"777","Polyscias elegans",28.35,"AUSTRAITS_dataset_49"
"863","Polyscias elegans",32.97,"Gallagher_field_workPHD"
"872","Polyscias elegans",33.38,"Gallagher_field_workPHD"
"921","Polyscias elegans",35.9,"AUSTRAITS_dataset_61"
"1157","Polyscias elegans",323.36,"AUSTRAITS_dataset_43"
"83","Pothos longipes",4.2,"AUSTRAITS_dataset_68"
"520","Pouteria queenslandica",19.6,"AUSTRAITS_dataset_49"
"1005","Pouteria queenslandica",43.5,"AUSTRAITS_dataset_68"
"387","Pseudoweinmannia lachnocarpa",15.356,"AUSTRAITS_dataset_49"
"459","Pseudoweinmannia lachnocarpa",18,"AUSTRAITS_dataset_68"
"31","Psychotria daphnoides",1.26,"AUSTRAITS_dataset_49"
"224","Psychotria loniceroides",9.52,"AUSTRAITS_dataset_39"
"259","Psychotria loniceroides",16.489,"AUSTRAITS_dataset_52"
"344","Psychotria loniceroides",13.1,"Gallagher_field_workPHD"
"414","Psychotria loniceroides",16.49,"AUSTRAITS_dataset_68"
"421","Psychotria loniceroides",16.66,"Gallagher_field_workPHD"
"477","Psychotria loniceroides",18.681,"AUSTRAITS_dataset_49"
"500","Psychotria loniceroides",19.18,"AUSTRAITS_dataset_68"
"501","Psychotria loniceroides",19.184,"AUSTRAITS_dataset_8"
"558","Psychotria loniceroides",20.58,"AUSTRAITS_dataset_68"
"583","Psychotria loniceroides",21.3,"AUSTRAITS_dataset_10"
"752","Psychotria loniceroides",40.057,"AUSTRAITS_dataset_52"
"976","Psychotria loniceroides",40.06,"AUSTRAITS_dataset_68"
"487","psychotria spp. 'shute harbour'",18.9,"AUSTRAITS_dataset_49"
"377","Psydrax odorata",14.7,"AUSTRAITS_dataset_49"
"70","Pteridium esculentum",3.895,"AUSTRAITS_dataset_68"
"132","Pteridium esculentum",5.728,"AUSTRAITS_dataset_8"
"613","Pteridium esculentum",28.581,"AUSTRAITS_dataset_3"
"652","Rhodamnia argentea",24.08,"AUSTRAITS_dataset_68"
"689","Rhodamnia argentea",25.288,"AUSTRAITS_dataset_49"
"407","Rhodamnia rubescens",16.25,"AUSTRAITS_dataset_68"
"424","Rhodamnia rubescens",16.87,"AUSTRAITS_dataset_68"
"433","Rhodamnia rubescens",17.063,"AUSTRAITS_dataset_49"
"463","Rhodomyrtus psidioides",18.34,"Gallagher_field_workPHD"
"867","Rhodomyrtus psidioides",33,"AUSTRAITS_dataset_68"
"895","Rhodomyrtus psidioides",34.65,"AUSTRAITS_dataset_49"
"988","Rhodomyrtus psidioides",41.39,"Gallagher_field_workPHD"
"184","Rhodosphaera rhodanthema",7.963,"AUSTRAITS_dataset_49"
"954","Rubus moluccanus",38.68,"AUSTRAITS_dataset_68"
"1094","Rubus moluccanus",64.313,"AUSTRAITS_dataset_49"
"1158","Rubus moluccanus",324.8,"AUSTRAITS_dataset_6"
"48","Rubus rosifolius",2.72,"AUSTRAITS_dataset_68"
"66","Rubus rosifolius",3.684,"AUSTRAITS_dataset_8"
"86","Rubus rosifolius",4.428,"AUSTRAITS_dataset_49"
"513","Rubus rosifolius",19.553,"AUSTRAITS_dataset_8"
"248","Sarcopteryx stipata",9.89,"Gallagher_field_workPHD"
"337","Sarcopteryx stipata",12.833,"AUSTRAITS_dataset_68"
"351","Sarcopteryx stipata",13.475,"AUSTRAITS_dataset_49"
"1144","Schefflera actinophylla",108.588,"AUSTRAITS_dataset_56"
"1148","Schefflera actinophylla",126.35,"AUSTRAITS_dataset_49"
"521","Senna sulfurea",19.635,"AUSTRAITS_dataset_49"
"845","Sloanea australis",31.9,"AUSTRAITS_dataset_68"
"846","Sloanea australis",31.904,"AUSTRAITS_dataset_8"
"1116","Sloanea australis",80.17,"AUSTRAITS_dataset_68"
"1124","Sloanea australis",84.175,"AUSTRAITS_dataset_49"
"896","Sloanea woollsii",34.67,"AUSTRAITS_dataset_68"
"929","Sloanea woollsii",36.4,"AUSTRAITS_dataset_49"
"177","Smilax australis",7.5,"AUSTRAITS_dataset_68"
"450","Smilax australis",17.71,"Gallagher_field_workPHD"
"529","Smilax australis",19.779,"AUSTRAITS_dataset_8"
"530","Smilax australis",19.78,"AUSTRAITS_dataset_68"
"949","Smilax australis",38.52,"AUSTRAITS_dataset_68"
"950","Smilax australis",38.525,"AUSTRAITS_dataset_8"
"971","Smilax australis",39.998,"AUSTRAITS_dataset_8"
"972","Smilax australis",40,"AUSTRAITS_dataset_68"
"1000","Smilax australis",43.33,"AUSTRAITS_dataset_68"
"1027","Smilax australis",45.5,"AUSTRAITS_dataset_49"
"1035","Smilax australis",47.57,"AUSTRAITS_dataset_68"
"1100","Smilax australis",66.24,"AUSTRAITS_dataset_68"
"1105","Smilax australis",70.97,"AUSTRAITS_dataset_68"
"1106","Smilax australis",70.98,"Gallagher_field_workPHD"
"1109","Smilax australis",75,"Gallagher_field_workPHD"
"1110","Smilax australis",75.17,"AUSTRAITS_dataset_68"
"1127","Smilax australis",86,"AUSTRAITS_dataset_68"
"1135","Smilax australis",98.25,"AUSTRAITS_dataset_68"
"596","Stephania japonica",22.116,"AUSTRAITS_dataset_8"
"597","Stephania japonica",22.12,"AUSTRAITS_dataset_68"
"760","Stephania japonica",27.83,"Gallagher_field_workPHD"
"824","Stephania japonica",31.17,"AUSTRAITS_dataset_68"
"889","Stephania japonica",34.36,"Gallagher_field_workPHD"
"900","Stephania japonica",34.88,"Gallagher_field_workPHD"
"953","Stephania japonica",38.65,"AUSTRAITS_dataset_68"
"982","Stephania japonica",40.66,"Gallagher_field_workPHD"
"1018","Stephania japonica",44.68,"AUSTRAITS_dataset_68"
"1104","Stephania japonica",69.3,"AUSTRAITS_dataset_49"
"1115","Stephania japonica",80,"AUSTRAITS_dataset_68"
"973","Sterculia quadrifida",40,"AUSTRAITS_dataset_68"
"1146","Sterculia quadrifida",114.188,"AUSTRAITS_dataset_56"
"1147","Sterculia quadrifida",119.35,"AUSTRAITS_dataset_49"
"157","Streblus brunonianus",6.67,"AUSTRAITS_dataset_68"
"193","Streblus brunonianus",8.33,"AUSTRAITS_dataset_68"
"434","Streblus brunonianus",17.063,"AUSTRAITS_dataset_49"
"15","Synoum glandulosum",10.097,"AUSTRAITS_dataset_12"
"22","Synoum glandulosum",8.646,"AUSTRAITS_dataset_12"
"131","Synoum glandulosum",8.991,"AUSTRAITS_dataset_12"
"201","Synoum glandulosum",14.798,"AUSTRAITS_dataset_13"
"257","Synoum glandulosum",19.004,"AUSTRAITS_dataset_52"
"272","Synoum glandulosum",10.456,"AUSTRAITS_dataset_68"
"285","Synoum glandulosum",10.5,"AUSTRAITS_dataset_68"
"296","Synoum glandulosum",11.21,"AUSTRAITS_dataset_68"
"347","Synoum glandulosum",13.183,"AUSTRAITS_dataset_28"
"403","Synoum glandulosum",16.21,"Gallagher_field_workPHD"
"425","Synoum glandulosum",16.92,"AUSTRAITS_dataset_8"
"465","Synoum glandulosum",18.375,"AUSTRAITS_dataset_49"
"474","Synoum glandulosum",18.671,"AUSTRAITS_dataset_8"
"478","Synoum glandulosum",18.72,"Gallagher_field_workPHD"
"654","Synoum glandulosum",25.1,"AUSTRAITS_dataset_52"
"656","Synoum glandulosum",24.16,"Gallagher_field_workPHD"
"659","Synoum glandulosum",24.427,"AUSTRAITS_dataset_28"
"706","Synoum glandulosum",28.695,"AUSTRAITS_dataset_52"
"780","Synoum glandulosum",0.104,"AUSTRAITS_dataset_3"
"800","Synoum glandulosum",29.64,"AUSTRAITS_dataset_28"
"871","Synoum glandulosum",33.28,"Gallagher_field_workPHD"
"1143","Synoum glandulosum",107.663,"AUSTRAITS_dataset_28"
"1154","Synoum glandulosum",187.718,"AUSTRAITS_dataset_28"
"1155","Synoum glandulosum",203.557,"AUSTRAITS_dataset_28"
"1156","Synoum glandulosum",203.56,"AUSTRAITS_dataset_68"
"206","Syzygium australe",8.74,"Gallagher_field_workPHD"
"209","Syzygium australe",8.86,"Gallagher_field_workPHD"
"302","Syzygium australe",11.375,"AUSTRAITS_dataset_49"
"441","Syzygium australe",17.17,"Gallagher_field_workPHD"
"615","Syzygium australe",22.92,"Gallagher_field_workPHD"
"660","Syzygium floribundum",24.456,"AUSTRAITS_dataset_49"
"65","Syzygium luehmannii",3.6,"Gallagher_field_workPHD"
"142","Syzygium luehmannii",6.125,"AUSTRAITS_dataset_49"
"158","Syzygium luehmannii",6.67,"AUSTRAITS_dataset_68"
"161","Syzygium luehmannii",6.68,"Gallagher_field_workPHD"
"197","Syzygium luehmannii",8.53,"Gallagher_field_workPHD"
"221","Syzygium oleosum",9.139,"AUSTRAITS_dataset_8"
"222","Syzygium oleosum",9.14,"AUSTRAITS_dataset_68"
"317","Syzygium oleosum",12.25,"AUSTRAITS_dataset_49"
"323","Syzygium oleosum",12.5,"AUSTRAITS_dataset_68"
"579","Syzygium oleosum",21.11,"Gallagher_field_workPHD"
"642","Syzygium oleosum",23.81,"Gallagher_field_workPHD"
"649","Syzygium oleosum",24,"Gallagher_field_workPHD"
"821","Syzygium oleosum",31.096,"AUSTRAITS_dataset_8"
"822","Syzygium oleosum",31.1,"AUSTRAITS_dataset_68"
"617","Tabernaemontana pandacaqui",23.05,"AUSTRAITS_dataset_68"
"738","Tabernaemontana pandacaqui",26.83,"AUSTRAITS_dataset_68"
"773","Tabernaemontana pandacaqui",28.175,"AUSTRAITS_dataset_49"
"138","Toechima tenax",6,"AUSTRAITS_dataset_68"
"147","Toechima tenax",6.3,"AUSTRAITS_dataset_49"
"560","Toona ciliata",20.583,"AUSTRAITS_dataset_68"
"624","Toona ciliata",23.275,"AUSTRAITS_dataset_49"
"787","Toona ciliata",11.349,"AUSTRAITS_dataset_52"
"1102","Toona ciliata",66.4,"AUSTRAITS_dataset_39"
"423","trema tomentosa",16.867,"AUSTRAITS_dataset_29"
"340","Trema tomentosa",12.95,"Gallagher_field_workPHD"
"590","Trema tomentosa",21.79,"AUSTRAITS_dataset_39"
"928","Trema tomentosa",36.225,"AUSTRAITS_dataset_49"
"356","Tristaniopsis laurina",13.88,"AUSTRAITS_dataset_68"
"370","Tristaniopsis laurina",14.569,"AUSTRAITS_dataset_49"
"43","Trophis scandens",23.339,"AUSTRAITS_dataset_52"
"264","Trophis scandens",10.08,"AUSTRAITS_dataset_68"
"528","Trophis scandens",19.74,"Gallagher_field_workPHD"
"587","Trophis scandens",21.57,"Gallagher_field_workPHD"
"619","Trophis scandens",23.1,"AUSTRAITS_dataset_49"
"630","Trophis scandens",23.34,"AUSTRAITS_dataset_68"
"728","Trophis scandens",26.26,"Gallagher_field_workPHD"
"781","Trophis scandens",28.67,"Gallagher_field_workPHD"
"841","Trophis scandens",31.77,"Gallagher_field_workPHD"
"958","Trophis scandens",38.9,"Gallagher_field_workPHD"
