"","Taxon","SLA","source"
"581","Psychotria loniceroides",13.36,"AUSTRAITS_dataset_10"
"972","Psychotria loniceroides",15.608,"AUSTRAITS_dataset_52"
"1221","Psychotria loniceroides",21.7627856365615,"Gallagher_field_workPHD"
"1222","Psychotria loniceroides",16.2892979312592,"Gallagher_field_workPHD"
"69","Pteridium esculentum",8.27,"AUSTRAITS_dataset_8"
"130","Pteridium esculentum",10.795,"AUSTRAITS_dataset_8"
"778","Pteridium esculentum",9.45,"AUSTRAITS_dataset_3"
"1385","Pteridium esculentum",8.968,"AUSTRAITS_dataset_32"
"1398","Pteridium esculentum",17.9865,"AUSTRAITS_dataset_32"
"1403","Pteridium esculentum",6.091,"AUSTRAITS_dataset_52"
"2258","Pteridium esculentum",9.636298999,"J_Lawson_FieldWork"
"1363","Rhodamnia rubescens",10.993,"AUSTRAITS_dataset_46"
"1223","Rhodomyrtus psidioides",16.8976005407232,"Gallagher_field_workPHD"
"1224","Rhodomyrtus psidioides",9.35016362786349,"Gallagher_field_workPHD"
"2259","Rubus moluccanus",13.84331023,"Lake, J. & Leishman, M.R. (2004) Invasion success of exotic plants in natural ecosystems: the role of disturbance, plant attributes and freedom from herbivores. Biological Conservation 117, 215NA226."
"64","Rubus rosifolius",16.433,"AUSTRAITS_dataset_8"
"511","Rubus rosifolius",31.486,"AUSTRAITS_dataset_8"
"1372","Rubus rosifolius",2.3959,"Gallagher_field_workPHD"
"1225","Sarcopteryx stipata",9.16926462497708,"Gallagher_field_workPHD"
"844","Sloanea australis",17.99,"AUSTRAITS_dataset_8"
"1407","Sloanea australis",9.686,"AUSTRAITS_dataset_52"
"174","Smilax australis",9.55,"AUSTRAITS_dataset_10"
"527","Smilax australis",13.134,"AUSTRAITS_dataset_8"
"948","Smilax australis",12.725,"AUSTRAITS_dataset_8"
"969","Smilax australis",7.973,"AUSTRAITS_dataset_8"
"1227","Smilax australis",14.2045454545455,"Gallagher_field_workPHD"
"1228","Smilax australis",12.9954515919428,"Gallagher_field_workPHD"
"1229","Smilax australis",12.6806999746386,"Gallagher_field_workPHD"
"1230","Smilax australis",12.3548307388189,"Gallagher_field_workPHD"
"1231","Smilax australis",10.2891243955139,"Gallagher_field_workPHD"
"1232","Smilax australis",9.16758342500917,"Gallagher_field_workPHD"
"1233","Smilax australis",8.16326530612245,"Gallagher_field_workPHD"
"1366","Smilax australis",1.1277,"Gallagher_field_workPHD"
"2260","Smilax australis",11.30089052,"J_Lawson_FieldWork"
"2261","Solanum mauritianum",20.12699687,"J_Lawson_FieldWork"
"594","Stephania japonica",25.97,"AUSTRAITS_dataset_8"
"1112","Stephania japonica",26.1,"AUSTRAITS_dataset_10"
"1234","Stephania japonica",24.4977951984321,"Gallagher_field_workPHD"
"1235","Stephania japonica",20.165355918532,"Gallagher_field_workPHD"
"1236","Stephania japonica",19.9401794616152,"Gallagher_field_workPHD"
"1238","Stephania japonica",13.0191381330556,"Gallagher_field_workPHD"
"1374","Stephania japonica",2.597,"Gallagher_field_workPHD"
"4","Synoum glandulosum",12.4,"AUSTRAITS_dataset_3"
"199","Synoum glandulosum",10.5944,"AUSTRAITS_dataset_12"
"212","Synoum glandulosum",13.7132,"AUSTRAITS_dataset_12"
"266","Synoum glandulosum",9.0769,"AUSTRAITS_dataset_12"
"271","Synoum glandulosum",10.431,"AUSTRAITS_dataset_8"
"345","Synoum glandulosum",7.968,"AUSTRAITS_dataset_28"
"376","Synoum glandulosum",1.0855,"AUSTRAITS_dataset_13"
"423","Synoum glandulosum",12.059,"AUSTRAITS_dataset_8"
"472","Synoum glandulosum",14.137,"AUSTRAITS_dataset_8"
"490","Synoum glandulosum",10.107,"AUSTRAITS_dataset_52"
"657","Synoum glandulosum",10.619,"AUSTRAITS_dataset_28"
"683","Synoum glandulosum",14.157,"AUSTRAITS_dataset_52"
"780","Synoum glandulosum",14.663,"AUSTRAITS_dataset_8"
"798","Synoum glandulosum",8.739,"AUSTRAITS_dataset_28"
"1239","Synoum glandulosum",23.4796900680911,"Gallagher_field_workPHD"
"1240","Synoum glandulosum",18.5597624350408,"Gallagher_field_workPHD"
"1241","Synoum glandulosum",16.914749661705,"Gallagher_field_workPHD"
"1242","Synoum glandulosum",11.0107905747633,"Gallagher_field_workPHD"
"1387","Synoum glandulosum",9.3196,"AUSTRAITS_dataset_20"
"1410","Synoum glandulosum",10.855,"AUSTRAITS_dataset_52"
"1416","Synoum glandulosum",13.1,"AUSTRAITS_dataset_10"
"1243","Syzygium australe",15.5617802676626,"Gallagher_field_workPHD"
"1244","Syzygium australe",12.187690432663,"Gallagher_field_workPHD"
"1245","Syzygium australe",10.8766586904503,"Gallagher_field_workPHD"
"1246","Syzygium australe",10.4449550866931,"Gallagher_field_workPHD"
"1247","Syzygium luehmannii",15.3869826127096,"Gallagher_field_workPHD"
"1249","Syzygium luehmannii",13.6500136500136,"Gallagher_field_workPHD"
"1250","Syzygium luehmannii",12.7145581691036,"Gallagher_field_workPHD"
"219","Syzygium oleosum",13.011,"AUSTRAITS_dataset_8"
"819","Syzygium oleosum",11.054,"AUSTRAITS_dataset_8"
"1251","Syzygium oleosum",11.8920204542752,"Gallagher_field_workPHD"
"1252","Syzygium oleosum",11.2069931637342,"Gallagher_field_workPHD"
"1253","Syzygium oleosum",10.9373291042327,"Gallagher_field_workPHD"
"2263","Syzygium oleosum",10.06692345,"J_Lawson_FieldWork"
"297","Toona ciliata",15.855,"AUSTRAITS_dataset_52"
"1100","Toona ciliata",16.1394448030988,"AUSTRAITS_dataset_39"
"1415","Toona ciliata",12.804,"AUSTRAITS_dataset_52"
"588","Trema tomentosa",16.9376693766938,"AUSTRAITS_dataset_39"
"1254","Trema tomentosa",17.7967609894999,"Gallagher_field_workPHD"
"2264","Trema tomentosa",47.89616722,"J_Lawson_FieldWork"
"1405","Tristaniopsis laurina",6.93,"AUSTRAITS_dataset_52"
"2265","Tristaniopsis laurina",7.480275655,"J_Lawson_FieldWork"
"626","Trophis scandens",5.652,"AUSTRAITS_dataset_52"
"1255","Trophis scandens",13.4535180949818,"Gallagher_field_workPHD"
"1256","Trophis scandens",11.9175306876415,"Gallagher_field_workPHD"
"1257","Trophis scandens",11.4246544042043,"Gallagher_field_workPHD"
"1258","Trophis scandens",10.5462982493145,"Gallagher_field_workPHD"
"1260","Trophis scandens",9.58956655159187,"Gallagher_field_workPHD"
"1261","Trophis scandens",9.24556213017751,"Gallagher_field_workPHD"
"2266","Trophis scandens",12.13768338,"J_Lawson_FieldWork"
"194","Wikstroemia indica",25.1572327044025,"AUSTRAITS_dataset_39"
"20","Wilkiea huegeliana",10.5,"AUSTRAITS_dataset_3"
"535","Wilkiea huegeliana",10.249,"AUSTRAITS_dataset_8"
"802","Wilkiea huegeliana",9.84,"AUSTRAITS_dataset_10"
"908","Wilkiea huegeliana",9.194,"AUSTRAITS_dataset_8"
"978","Wilkiea huegeliana",11.978,"AUSTRAITS_dataset_8"
"993","Wilkiea huegeliana",9.276,"AUSTRAITS_dataset_8"
"1078","Wilkiea huegeliana",8.42,"AUSTRAITS_dataset_8"
"1262","Wilkiea huegeliana",11.3391540991042,"Gallagher_field_workPHD"
"1263","Wilkiea huegeliana",9.53107129241327,"Gallagher_field_workPHD"
"1264","Wilkiea huegeliana",9.18864283745291,"Gallagher_field_workPHD"
"1265","Wilkiea huegeliana",7.32708089097304,"Gallagher_field_workPHD"
"2267","Wilkiea huegeliana",9.85,"Lake, J. & Leishman, M.R. (2004) Invasion success of exotic plants in natural ecosystems: the role of disturbance, plant attributes and freedom from herbivores. Biological Conservation 117, 215NA226."
