Time,143901A,,143901A,,143901A,,
22/04/2005 0:00,6.29,20,5.989,20,6.591,20,
23/04/2005 0:00,6.151,20,5.711,20,6.591,20,
24/04/2005 0:00,7.66,20,5.711,20,13.901,20,
25/04/2005 0:00,29.079,20,13.901,20,34.507,20,
26/04/2005 0:00,23.439,20,19.871,20,26.922,20,
27/04/2005 0:00,21.973,20,19.499,20,25.158,20,
28/04/2005 0:00,46.573,20,19.499,20,168.802,20,
29/04/2005 0:00,140.863,20,87.399,20,186.651,20,
30/04/2005 0:00,67.379,20,48.762,20,87.399,20,
1/05/2005 0:00,42.384,20,33.987,20,48.762,20,
2/05/2005 0:00,29.972,20,25.58,20,33.987,20,
3/05/2005 0:00,23.707,20,21.833,20,25.58,20,
4/05/2005 0:00,24.349,20,21.833,20,26.033,20,
5/05/2005 0:00,21.462,20,19.499,20,23.454,20,
6/05/2005 0:00,18.386,20,17.273,20,19.499,20,
7/05/2005 0:00,18.76,20,17.273,20,20.247,20,
8/05/2005 0:00,22.913,20,20.247,20,25.58,20,
9/05/2005 0:00,50.523,20,25.58,20,125.914,20,
10/05/2005 0:00,282.375,20,125.914,20,397.12,20,
11/05/2005 0:00,159.725,20,102.471,20,270.445,20,
12/05/2005 0:00,101.964,20,85.818,20,266.028,20,
13/05/2005 0:00,1122.581,20,266.028,20,1570.627,20,
14/05/2005 0:00,322.423,20,192.186,20,547.76,20,
15/05/2005 0:00,143.527,20,103.514,20,192.186,20,
16/05/2005 0:00,87.247,20,72.36,20,103.514,20,
17/05/2005 0:00,65.812,20,57.379,20,72.36,20,
18/05/2005 0:00,53.198,20,49.342,20,57.379,20,
19/05/2005 0:00,49.342,20,49.342,20,49.342,20,
20/05/2005 0:00,49.945,20,49.342,20,50.548,20,
21/05/2005 0:00,58.67,20,50.548,20,63.973,20,
22/05/2005 0:00,51.109,20,43.015,20,60.632,20,
23/05/2005 0:00,39.598,20,37.073,20,43.015,20,
24/05/2005 0:00,33.923,20,32.033,20,37.073,20,
25/05/2005 0:00,31.07,20,30.108,20,32.033,20,
26/05/2005 0:00,28.515,20,26.922,20,30.108,20,
27/05/2005 0:00,26.692,20,26.462,20,26.922,20,
28/05/2005 0:00,24.188,20,22.227,20,26.462,20,
29/05/2005 0:00,22.448,20,21.443,20,23.454,20,
30/05/2005 0:00,20.471,20,19.499,20,21.443,20,
31/05/2005 0:00,20.918,20,19.107,20,23.454,20,
1/06/2005 0:00,20.443,20,18.358,20,23.049,20,
2/06/2005 0:00,18.928,20,18.358,20,19.499,20,
3/06/2005 0:00,19.685,20,19.499,20,19.871,20,
4/06/2005 0:00,20.26,20,19.871,20,20.65,20,
5/06/2005 0:00,19.696,20,18.742,20,20.65,20,
6/06/2005 0:00,18.55,20,18.358,20,18.742,20,
7/06/2005 0:00,18.179,20,18,20,18.358,20,
8/06/2005 0:00,16.045,20,14.216,20,18,20,
9/06/2005 0:00,18.985,20,16.926,20,20.65,20,
10/06/2005 0:00,18.946,20,17.646,20,20.247,20,
11/06/2005 0:00,22.881,20,20.247,20,24.299,20,
12/06/2005 0:00,21.26,20,19.871,20,22.649,20,
13/06/2005 0:00,17.955,20,16.222,20,19.871,20,
14/06/2005 0:00,16.234,20,15.885,20,16.583,20,
15/06/2005 0:00,18.135,20,15.885,20,19.499,20,
16/06/2005 0:00,17.816,20,17.273,20,18.358,20,
17/06/2005 0:00,21.27,20,18.358,20,22.227,20,
18/06/2005 0:00,20.666,20,19.499,20,21.833,20,
19/06/2005 0:00,19.12,20,18.742,20,19.499,20,
20/06/2005 0:00,19.306,20,18.742,20,19.871,20,
21/06/2005 0:00,24.522,20,19.871,20,30.108,20,
22/06/2005 0:00,38.092,20,30.108,20,40.792,20,
23/06/2005 0:00,33.348,20,28.717,20,39.73,20,
24/06/2005 0:00,26.843,20,24.299,20,31.531,20,
25/06/2005 0:00,22.246,20,21.032,20,24.299,20,
26/06/2005 0:00,20.323,20,18.358,20,21.833,20,
27/06/2005 0:00,22.909,20,19.107,20,28.27,20,
28/06/2005 0:00,84.468,20,28.27,20,520.143,20,
29/06/2005 0:00,1055.336,20,520.143,20,1215.513,20,
30/06/2005 0:00,2333.921,20,1084.13,20,2956.815,20,
1/07/2005 0:00,3106.879,10,2956.815,10,3202.921,10,
2/07/2005 0:00,1724.3,10,731.362,10,3001.306,10,
3/07/2005 0:00,533.223,20,398.611,20,731.362,20,
4/07/2005 0:00,320.346,20,258.022,20,398.611,20,
5/07/2005 0:00,216.223,20,186.651,20,258.022,20,
6/07/2005 0:00,162.286,20,147.111,20,186.651,20,
7/07/2005 0:00,132.518,20,118.15,20,147.111,20,
8/07/2005 0:00,107.843,20,98.537,20,118.15,20,
9/07/2005 0:00,91.911,20,85.339,20,99.497,20,
10/07/2005 0:00,76.081,20,66.134,20,85.339,20,
11/07/2005 0:00,62.608,20,60.08,20,66.134,20,
12/07/2005 0:00,56.897,20,55.719,20,60.802,20,
13/07/2005 0:00,54.839,20,54.307,20,57.153,20,
14/07/2005 0:00,57.066,20,56.455,20,57.855,20,
15/07/2005 0:00,56.379,20,52.956,20,59.318,20,
16/07/2005 0:00,52.788,20,50.925,20,55.719,20,
17/07/2005 0:00,49.684,20,47.624,20,52.956,20,
18/07/2005 0:00,47.646,20,44.447,20,50.925,20,
19/07/2005 0:00,48.707,20,45.672,20,52.956,20,
20/07/2005 0:00,46.781,20,44.447,20,51.583,20,
21/07/2005 0:00,46.434,20,44.447,20,49.582,20,
22/07/2005 0:00,47.961,20,45.057,20,52.956,20,
23/07/2005 0:00,53.563,20,51.583,20,57.855,20,
24/07/2005 0:00,68.384,20,57.855,20,73.317,20,
25/07/2005 0:00,70.238,20,64.579,20,74.124,20,
26/07/2005 0:00,58.096,20,54.307,20,64.579,20,
27/07/2005 0:00,60.505,20,59.613,20,60.802,20,
28/07/2005 0:00,57.986,20,53.629,20,59.613,20,
29/07/2005 0:00,53.121,20,50.925,20,56.426,20,
30/07/2005 0:00,61.091,20,56.426,20,64.579,20,
31/07/2005 0:00,64.049,20,63.785,20,64.313,20,
1/08/2005 0:00,60.456,20,54.307,20,64.579,20,
2/08/2005 0:00,45.685,20,30.95,20,54.307,20,
3/08/2005 0:00,27.997,20,26.039,20,30.95,20,
4/08/2005 0:00,24.408,20,23.17,20,26.039,20,
5/08/2005 0:00,26.255,20,24.023,20,29.739,20,
6/08/2005 0:00,29.652,20,29.163,20,30.276,20,
7/08/2005 0:00,31.039,20,30.276,20,31.803,20,
8/08/2005 0:00,31.709,20,31.033,20,32.192,20,
9/08/2005 0:00,30.282,20,29.531,20,31.033,20,
10/08/2005 0:00,29.672,20,27.997,20,32.806,20,
11/08/2005 0:00,31.568,20,24.171,20,38.114,20,
12/08/2005 0:00,23.496,20,22.822,20,24.171,20,
13/08/2005 0:00,22.831,20,22.165,20,24.171,20,
14/08/2005 0:00,27.453,20,24.171,20,29.739,20,
15/08/2005 0:00,25.584,20,21.19,20,29.739,20,
16/08/2005 0:00,23.92,20,22.649,20,25.343,20,
17/08/2005 0:00,24.894,20,18.456,20,26.862,20,
18/08/2005 0:00,15.184,20,14.029,20,18.456,20,
19/08/2005 0:00,14.674,20,13.743,20,15.247,20,
20/08/2005 0:00,16.851,20,14.631,20,18.885,20,
21/08/2005 0:00,18.479,20,17.796,20,18.885,20,
22/08/2005 0:00,16.882,20,16.351,20,17.796,20,
23/08/2005 0:00,16.846,20,16.514,20,17.178,20,
24/08/2005 0:00,15.764,20,15.247,20,17.178,20,
25/08/2005 0:00,15.765,20,14.626,20,16.749,20,
26/08/2005 0:00,14.346,20,13.442,20,15.935,20,
27/08/2005 0:00,16.143,20,15.935,20,16.351,20,
28/08/2005 0:00,15.523,20,15.111,20,15.935,20,
29/08/2005 0:00,13.427,20,12.041,20,15.111,20,
30/08/2005 0:00,12.576,20,11.518,20,13.442,20,
31/08/2005 0:00,15.478,20,12.325,20,20.242,20,
1/09/2005 0:00,24.031,20,20.242,20,26.862,20,
2/09/2005 0:00,26.602,20,24.278,20,27.997,20,
3/09/2005 0:00,21.463,20,19.416,20,24.278,20,
4/09/2005 0:00,17.815,20,16.256,20,19.416,20,
5/09/2005 0:00,15.416,20,14.805,20,16.256,20,
6/09/2005 0:00,13.056,20,10.741,20,14.805,20,
7/09/2005 0:00,9.638,20,8.81,20,10.741,20,
8/09/2005 0:00,8.106,20,6.686,20,10.478,20,
9/09/2005 0:00,7.331,20,6.686,20,8.575,20,
10/09/2005 0:00,8.088,20,7.287,20,9.034,20,
11/09/2005 0:00,9.191,20,7.916,20,17.178,20,
12/09/2005 0:00,9.71,20,5.558,20,17.178,20,
13/09/2005 0:00,6.24,20,5.558,20,7.708,20,
14/09/2005 0:00,7.148,20,6.484,20,8.128,20,
15/09/2005 0:00,6.922,20,6.113,20,7.708,20,
16/09/2005 0:00,6.491,20,6.297,20,6.879,20,
17/09/2005 0:00,7.343,20,6.686,20,7.708,20,
18/09/2005 0:00,7.235,20,6.879,20,7.916,20,
19/09/2005 0:00,8.47,20,7.916,20,9.034,20,
20/09/2005 0:00,8.479,20,7.708,20,9.262,20,
21/09/2005 0:00,9.086,20,7.287,20,9.508,20,
22/09/2005 0:00,7.168,20,6.686,20,8.356,20,
23/09/2005 0:00,5.83,20,3.373,20,8.356,20,
24/09/2005 0:00,3.812,20,3.54,20,5.042,20,
25/09/2005 0:00,5.825,20,4.88,20,6.484,20,
26/09/2005 0:00,5.028,20,4.711,20,5.387,20,
27/09/2005 0:00,4.781,20,3.373,20,5.558,20,
28/09/2005 0:00,3.357,20,2.638,20,4.225,20,
29/09/2005 0:00,2.965,20,2.507,20,4.049,20,
30/09/2005 0:00,4.247,20,2.92,20,5.387,20,
1/10/2005 0:00,3.611,20,2.92,20,5.042,20,
2/10/2005 0:00,4.866,20,2.381,20,7.075,20,
3/10/2005 0:00,2.39,60,1.999,60,3.221,60,
4/10/2005 0:00,3.248,20,2.781,20,3.54,20,
5/10/2005 0:00,3.436,20,3.373,20,3.878,20,
6/10/2005 0:00,4.746,20,3.878,20,7.075,20,
7/10/2005 0:00,6.989,20,6.484,20,7.708,20,
8/10/2005 0:00,7.037,20,6.484,20,7.489,20,
9/10/2005 0:00,7.455,20,6.686,20,8.356,20,
10/10/2005 0:00,6.373,20,5.558,20,7.489,20,
11/10/2005 0:00,5.261,20,4.049,20,6.297,20,
12/10/2005 0:00,3.043,20,2.507,20,4.049,20,
13/10/2005 0:00,5.083,30,2.638,30,16.828,30,
14/10/2005 0:00,6.459,30,4.437,30,11.874,30,
15/10/2005 0:00,6.723,30,4.437,30,17.323,30,
16/10/2005 0:00,20.234,20,17.323,20,24.908,20,
17/10/2005 0:00,23.147,20,20.221,20,25.476,20,
18/10/2005 0:00,28.421,20,22.275,20,37.407,20,
19/10/2005 0:00,34.213,20,28.853,20,40.69,20,
20/10/2005 0:00,30.403,20,28.853,20,32.401,20,
21/10/2005 0:00,36.268,20,31.81,20,42.748,20,
22/10/2005 0:00,83.463,20,42.748,20,186.01,20,
23/10/2005 0:00,158.864,20,108.596,20,210.876,20,
24/10/2005 0:00,84.838,20,70.922,20,108.596,20,
25/10/2005 0:00,59.413,20,52.703,20,74.286,20,
26/10/2005 0:00,43.336,20,38.715,20,52.703,20,
27/10/2005 0:00,37.719,20,33.634,20,43.416,20,
28/10/2005 0:00,84.405,20,43.416,20,104.611,20,
29/10/2005 0:00,58.886,20,48.338,20,73.452,20,
30/10/2005 0:00,41.496,20,34.886,20,48.338,20,
31/10/2005 0:00,32.311,20,28.289,20,35.5,20,
1/11/2005 0:00,27.986,20,24.908,20,32.401,20,
2/11/2005 0:00,24.252,20,22.786,20,26.015,20,
3/11/2005 0:00,21.5,20,20.221,20,23.853,20,
4/11/2005 0:00,22.929,20,20.711,20,24.908,20,
5/11/2005 0:00,23.676,20,20.711,20,25.476,20,
6/11/2005 0:00,24.188,20,23.853,20,25.476,20,
7/11/2005 0:00,22.381,20,19.224,20,26.015,20,
8/11/2005 0:00,74.25,20,21.238,20,97.814,20,
9/11/2005 0:00,60.189,20,48.338,20,76.865,20,
10/11/2005 0:00,41.831,20,33.634,20,48.338,20,
11/11/2005 0:00,29.097,20,24.378,20,36.157,20,
12/11/2005 0:00,23.074,20,20.711,20,26.594,20,
13/11/2005 0:00,22.464,20,21.238,20,23.301,20,
14/11/2005 0:00,25.058,20,22.786,20,31.224,20,
15/11/2005 0:00,37.749,20,31.224,20,51.215,20,
16/11/2005 0:00,77.776,20,48.338,20,276.91,20,
17/11/2005 0:00,210.173,20,137.915,20,299.592,20,
18/11/2005 0:00,98.591,20,75.177,20,137.915,20,
19/11/2005 0:00,62.839,20,50.501,20,75.177,20,
20/11/2005 0:00,45.886,20,40.69,20,50.501,20,
21/11/2005 0:00,36.614,20,30.028,20,40.69,20,
22/11/2005 0:00,29.894,20,28.853,20,31.224,20,
23/11/2005 0:00,30.761,20,26.015,20,40.041,20,
24/11/2005 0:00,63.217,20,38.715,20,143.465,20,
25/11/2005 0:00,315.266,20,143.465,20,487.23,20,
26/11/2005 0:00,621.216,20,473.589,20,725.628,20,
27/11/2005 0:00,279.376,20,170.128,20,473.589,20,
28/11/2005 0:00,129.631,20,105.572,20,170.128,20,
29/11/2005 0:00,89.896,20,80.385,20,105.572,20,
30/11/2005 0:00,76.878,20,73.452,20,80.385,20,
1/12/2005 0:00,68.354,20,64.339,20,73.452,20,
2/12/2005 0:00,179.348,20,64.339,20,583.136,20,
3/12/2005 0:00,1422.558,20,583.136,20,2084.298,20,
4/12/2005 0:00,808.833,20,431.909,20,1661.591,20,
5/12/2005 0:00,270.85,20,173.73,20,431.909,20,
6/12/2005 0:00,138.546,20,113.571,20,173.73,20,
7/12/2005 0:00,105.091,20,96.883,20,113.571,20,
8/12/2005 0:00,86.398,20,79.527,20,96.883,20,
9/12/2005 0:00,75.885,20,70.922,20,83.037,20,
10/12/2005 0:00,80.135,20,72.622,20,91.262,20,
11/12/2005 0:00,78.688,20,67.572,20,91.262,20,
12/12/2005 0:00,61.969,20,56.475,20,67.572,20,
13/12/2005 0:00,54.708,20,49.746,20,58.023,20,
14/12/2005 0:00,49.178,20,44.806,20,53.43,20,
15/12/2005 0:00,43.517,20,41.385,20,46.171,20,
16/12/2005 0:00,53.01,20,40.041,20,145.724,20,
17/12/2005 0:00,369.749,20,145.724,20,544.178,20,
18/12/2005 0:00,363.044,20,200.394,20,544.178,20,
19/12/2005 0:00,146.042,20,114.627,20,200.394,20,
20/12/2005 0:00,90.878,20,76.865,20,114.627,20,
21/12/2005 0:00,66.012,20,54.944,20,76.865,20,
22/12/2005 0:00,50.007,20,45.486,20,54.944,20,
23/12/2005 0:00,41.244,20,38.078,20,46.171,20,
24/12/2005 0:00,39.81,20,36.78,20,42.044,20,
25/12/2005 0:00,35.686,20,32.401,20,37.407,20,
26/12/2005 0:00,31.142,20,29.456,20,32.401,20,
27/12/2005 0:00,32.887,20,31.81,20,34.886,20,
28/12/2005 0:00,31.025,20,28.289,20,34.277,20,
29/12/2005 0:00,30.231,20,24.908,20,36.157,20,
30/12/2005 0:00,24.403,20,21.738,20,26.594,20,
31/12/2005 0:00,21.752,20,21.238,20,23.853,20,
1/01/2006 0:00,20.331,20,18.249,20,23.853,20,
2/01/2006 0:00,20.356,20,19.224,20,21.738,20,
3/01/2006 0:00,20.013,20,17.323,20,22.786,20,
4/01/2006 0:00,22.751,20,20.221,20,26.015,20,
5/01/2006 0:00,19.61,30,16.828,30,20.711,30,
6/01/2006 0:00,17.297,30,11.874,30,50.501,30,
7/01/2006 0:00,85.27,20,50.501,20,104.611,20,
8/01/2006 0:00,133.216,20,72.622,20,167.72,20,
9/01/2006 0:00,561.401,20,163.018,20,1122.854,20,
10/01/2006 0:00,645.812,20,426.737,20,1073.268,20,
11/01/2006 0:00,431.037,20,344.687,20,490.554,20,
12/01/2006 0:00,243.658,20,178.802,20,344.687,20,
13/01/2006 0:00,146.286,20,120.791,20,178.802,20,
14/01/2006 0:00,105.147,20,92.17,20,120.791,20,
15/01/2006 0:00,82.904,20,75.177,20,92.17,20,
16/01/2006 0:00,74.654,20,70.053,20,79.527,20,
17/01/2006 0:00,64.262,20,61.533,20,70.053,20,
18/01/2006 0:00,59.198,20,52.703,20,61.533,20,
19/01/2006 0:00,56.378,20,52.703,20,59.541,20,
20/01/2006 0:00,80.123,20,54.944,20,221.659,20,
21/01/2006 0:00,379.648,20,221.659,20,436.963,20,
22/01/2006 0:00,669.597,20,375.73,20,868.625,20,
23/01/2006 0:00,854.894,20,764.102,20,870.588,20,
24/01/2006 0:00,563.042,20,400.779,20,764.102,20,
25/01/2006 0:00,278.447,20,193.021,20,400.779,20,
26/01/2006 0:00,162.587,20,141.221,20,193.021,20,
27/01/2006 0:00,125.956,20,113.571,20,141.221,20,
28/01/2006 0:00,106.129,20,99.745,20,113.571,20,
29/01/2006 0:00,92.219,20,86.666,20,99.745,20,
30/01/2006 0:00,84.857,20,81.247,20,88.448,20,
31/01/2006 0:00,76.49,20,72.622,20,81.247,20,
1/02/2006 0:00,70.301,20,66.77,20,73.452,20,
2/02/2006 0:00,65.069,20,61.945,20,69.238,20,
3/02/2006 0:00,59.012,20,55.684,20,63.504,20,
4/02/2006 0:00,53.277,20,49.746,20,56.475,20,
5/02/2006 0:00,47.438,20,45.486,20,49.746,20,
6/02/2006 0:00,44.797,20,42.748,20,46.171,20,
7/02/2006 0:00,43.595,20,42.044,20,46.171,20,
8/02/2006 0:00,40.834,20,38.715,20,44.087,20,
9/02/2006 0:00,40.892,20,38.078,20,44.087,20,
10/02/2006 0:00,35.857,20,32.401,20,38.715,20,
11/02/2006 0:00,35.517,20,33.634,20,38.715,20,
12/02/2006 0:00,42.697,20,36.157,20,65.128,20,
13/02/2006 0:00,57.669,20,50.501,20,65.128,20,
14/02/2006 0:00,46.039,20,36.78,20,50.501,20,
15/02/2006 0:00,38.516,20,35.5,20,41.385,20,
16/02/2006 0:00,30.961,20,27.143,20,37.407,20,
17/02/2006 0:00,25.488,20,23.301,20,27.696,20,
18/02/2006 0:00,23.858,20,22.275,20,26.594,20,
19/02/2006 0:00,22.794,20,20.221,20,26.594,20,
20/02/2006 0:00,19.603,30,15.757,30,20.711,30,
21/02/2006 0:00,12.28,30,8.113,30,17.323,30,
22/02/2006 0:00,14.843,30,11.053,30,17.784,30,
23/02/2006 0:00,42.892,20,17.784,20,87.555,20,
24/02/2006 0:00,113.131,20,87.555,20,120.791,20,
25/02/2006 0:00,104.988,20,89.401,20,112.581,20,
26/02/2006 0:00,77.725,20,70.922,20,89.401,20,
27/02/2006 0:00,75.458,20,66.77,20,118.7,20,
28/02/2006 0:00,342.036,20,118.7,20,1219.611,20,
1/03/2006 0:00,969.485,20,702.914,20,1288.092,20,
2/03/2006 0:00,1438.804,20,748.549,20,2003.811,20,
3/03/2006 0:00,2984.992,20,2003.811,20,3231.883,20,
4/03/2006 0:00,2969.495,20,2347.737,20,3219.931,20,
5/03/2006 0:00,1380.724,20,903.716,20,2347.737,20,
6/03/2006 0:00,850.657,20,797.155,20,903.716,20,
7/03/2006 0:00,1341.611,20,797.155,20,1787.387,20,
8/03/2006 0:00,822.431,20,622.861,20,1242.987,20,
9/03/2006 0:00,505.589,20,416.181,20,622.861,20,
10/03/2006 0:00,353.636,20,303.836,20,416.181,20,
11/03/2006 0:00,272.15,20,228.173,20,303.836,20,
12/03/2006 0:00,213.998,20,196.932,20,228.173,20,
13/03/2006 0:00,208.483,20,195.265,20,229.091,20,
14/03/2006 0:00,185.725,20,170.128,20,203.89,20,
15/03/2006 0:00,172.028,20,154.834,20,179.827,20,
16/03/2006 0:00,156.165,20,152.518,20,165.326,20,
17/03/2006 0:00,144.155,20,135.352,20,152.518,20,
18/03/2006 0:00,135.316,20,132.455,20,141.221,20,
19/03/2006 0:00,128.598,20,123.922,20,141.221,20,
20/03/2006 0:00,130.252,20,118.873,20,134.642,20,
21/03/2006 0:00,115.364,20,111.595,20,119.775,20,
22/03/2006 0:00,119.862,20,114.627,20,125.016,20,
23/03/2006 0:00,131.318,20,125.016,20,143.465,20,
24/03/2006 0:00,151.696,20,143.465,20,157.165,20,
25/03/2006 0:00,158.372,20,149.105,20,167.72,20,
26/03/2006 0:00,149.761,20,134.826,20,166.557,20,
27/03/2006 0:00,127.169,20,116.688,20,134.826,20,
28/03/2006 0:00,110.894,20,106.596,20,116.688,20,
29/03/2006 0:00,103.478,20,95.956,20,118.7,20,
30/03/2006 0:00,88.425,20,80.385,20,99.745,20,
31/03/2006 0:00,96.64,20,88.448,20,106.596,20,
1/04/2006 0:00,103.203,20,94.055,20,110.551,20,
2/04/2006 0:00,106.881,20,100.687,20,116.688,20,
3/04/2006 0:00,89.434,20,81.247,20,100.687,20,
4/04/2006 0:00,79.109,20,73.452,20,87.555,20,
5/04/2006 0:00,71.48,20,65.128,20,79.527,20,
6/04/2006 0:00,70.664,20,64.699,20,73.452,20,
7/04/2006 0:00,69.267,20,62.722,20,72.622,20,
8/04/2006 0:00,66.634,20,57.223,20,76.019,20,
9/04/2006 0:00,60.685,20,56.475,20,67.572,20,
10/04/2006 0:00,49.905,20,44.806,20,56.475,20,
11/04/2006 0:00,53.703,20,49.399,20,59.541,20,
12/04/2006 0:00,56.421,20,50.501,20,59.541,20,
13/04/2006 0:00,52.995,20,49.746,20,57.223,20,
14/04/2006 0:00,42.794,20,32.119,20,50.501,20,
15/04/2006 0:00,40.032,20,30.605,20,45.486,20,
16/04/2006 0:00,45.66,20,39.823,20,47.596,20,
17/04/2006 0:00,39.142,20,31.252,20,45.486,20,
18/04/2006 0:00,37.015,20,29.456,20,41.385,20,
19/04/2006 0:00,39.626,20,36.78,20,40.69,20,
20/04/2006 0:00,36.273,20,33.034,20,40.041,20,
21/04/2006 0:00,33.546,20,27.143,20,38.715,20,
22/04/2006 0:00,34.961,20,31.224,20,38.715,20,
23/04/2006 0:00,31.699,20,27.143,20,36.78,20,
24/04/2006 0:00,30.182,20,25.476,20,36.157,20,
25/04/2006 0:00,28.699,20,27.143,20,31.81,20,
26/04/2006 0:00,25.52,20,19.958,20,31.224,20,
27/04/2006 0:00,21.557,30,14.738,30,32.401,30,
28/04/2006 0:00,25.094,20,20.711,20,31.224,20,
29/04/2006 0:00,23.112,20,20.711,20,24.378,20,
30/04/2006 0:00,25.479,20,24.378,20,27.696,20,
1/05/2006 0:00,27.053,20,22.347,20,29.456,20,
2/05/2006 0:00,20.249,20,17.323,20,22.347,20,
3/05/2006 0:00,21.413,20,20.711,20,21.738,20,
4/05/2006 0:00,19.953,20,19.224,20,21.029,20,
5/05/2006 0:00,24.019,20,20.942,20,27.696,20,
6/05/2006 0:00,25.37,20,21.738,20,30.028,20,
7/05/2006 0:00,31.361,20,29.456,20,35.5,20,
8/05/2006 0:00,36.383,20,32.251,20,38.078,20,
9/05/2006 0:00,36.14,20,31.81,20,38.078,20,
10/05/2006 0:00,40.893,20,37.407,20,45.486,20,
11/05/2006 0:00,37.846,20,33.634,20,45.486,20,
12/05/2006 0:00,35.992,20,35.5,20,36.157,20,
13/05/2006 0:00,35.047,20,33.034,20,36.157,20,
14/05/2006 0:00,33.935,20,29.456,20,37.407,20,
15/05/2006 0:00,30.561,20,29.456,20,31.224,20,
16/05/2006 0:00,30.186,20,28.289,20,31.224,20,
17/05/2006 0:00,31.752,20,30.028,20,35.5,20,
18/05/2006 0:00,36.584,20,33.634,20,42.748,20,
19/05/2006 0:00,43.857,20,42.748,20,46.171,20,
20/05/2006 0:00,40.687,20,30.605,20,46.903,20,
21/05/2006 0:00,46.437,20,42.748,20,51.979,20,
22/05/2006 0:00,38.06,20,34.277,20,42.748,20,
23/05/2006 0:00,30.89,20,21.976,20,34.277,20,
24/05/2006 0:00,25.982,20,18.749,20,29.456,20,
25/05/2006 0:00,25.149,20,23.301,20,27.696,20,
26/05/2006 0:00,21.897,30,8.113,30,27.143,30,
27/05/2006 0:00,24.077,20,21.738,20,27.143,20,
28/05/2006 0:00,22.304,20,19.224,20,24.908,20,
29/05/2006 0:00,21.118,20,20.221,20,23.301,20,
30/05/2006 0:00,15.198,30,1.944,30,20.711,30,
31/05/2006 0:00,15.125,30,10.277,30,18.249,30,
1/06/2006 0:00,16.372,30,11.874,30,18.749,30,
2/06/2006 0:00,17.087,30,11.874,30,19.224,30,
3/06/2006 0:00,17.261,30,14.738,30,19.224,30,
4/06/2006 0:00,13.372,30,8.113,30,19.224,30,
5/06/2006 0:00,9.95,30,6.923,30,13.711,30,
6/06/2006 0:00,11.628,30,6.923,30,16.828,30,
7/06/2006 0:00,11.251,30,3.822,30,16.828,30,
8/06/2006 0:00,8.617,30,3.658,30,16.828,30,
9/06/2006 0:00,8.946,30,1.297,30,16.828,30,
10/06/2006 0:00,15.026,30,8.806,30,24.378,30,
11/06/2006 0:00,22.125,20,19.224,20,31.224,20,
12/06/2006 0:00,56.142,20,31.224,20,73.452,20,
13/06/2006 0:00,47.346,20,36.157,20,63.504,20,
14/06/2006 0:00,32.247,20,21.642,20,40.69,20,
15/06/2006 0:00,18.99,30,12.795,30,21.642,30,
16/06/2006 0:00,18.64,30,16.828,30,20.711,30,
17/06/2006 0:00,14.582,30,7.5,30,19.735,30,
18/06/2006 0:00,13.061,30,7.5,30,18.249,30,
19/06/2006 0:00,12.187,30,8.806,30,14.738,30,
20/06/2006 0:00,12.105,30,5.337,30,15.757,30,
21/06/2006 0:00,11.092,30,4.021,30,16.828,30,
22/06/2006 0:00,14.081,30,9.497,30,15.757,30,
23/06/2006 0:00,17.253,30,14.738,30,19.224,30,
24/06/2006 0:00,45.542,30,16.828,30,65.922,30,
25/06/2006 0:00,46.692,20,38.715,20,57.223,20,
26/06/2006 0:00,38.805,20,38.078,20,40.041,20,
27/06/2006 0:00,36.598,20,27.143,20,40.69,20,
28/06/2006 0:00,24.405,20,21.738,20,27.143,20,
29/06/2006 0:00,18.867,30,15.757,30,21.738,30,
30/06/2006 0:00,14.28,30,2.415,30,20.221,30,
1/07/2006 0:00,11.264,30,3.089,30,14.738,30,
2/07/2006 0:00,14.707,30,12.795,30,18.249,30,
3/07/2006 0:00,14.537,30,12.795,30,16.828,30,
4/07/2006 0:00,12.73,30,11.053,30,14.738,30,
5/07/2006 0:00,8.31,30,5.337,30,11.874,30,
6/07/2006 0:00,6.045,30,4.437,30,8.113,30,
7/07/2006 0:00,7.789,30,4.437,30,9.497,30,
8/07/2006 0:00,9.527,30,7.5,30,11.874,30,
9/07/2006 0:00,7.383,30,3.32,30,11.053,30,
10/07/2006 0:00,6.013,30,4.021,30,8.113,30,
11/07/2006 0:00,6.192,30,4.437,30,8.806,30,
12/07/2006 0:00,6.127,30,4.437,30,8.806,30,
13/07/2006 0:00,5.224,30,4.021,30,6.923,30,
14/07/2006 0:00,6.122,30,4.858,30,6.923,30,
15/07/2006 0:00,6.615,30,4.858,30,9.497,30,
16/07/2006 0:00,8.189,30,6.337,30,9.497,30,
17/07/2006 0:00,9.66,30,8.113,30,11.053,30,
18/07/2006 0:00,6.517,30,3.32,30,10.277,30,
19/07/2006 0:00,1.796,30,1.107,30,3.32,30,
20/07/2006 0:00,2.481,30,1.498,30,3.658,30,
21/07/2006 0:00,2.73,30,1.723,30,3.658,30,
22/07/2006 0:00,2.82,30,2.415,30,3.32,30,
23/07/2006 0:00,2.795,30,2.17,30,3.32,30,
24/07/2006 0:00,4.244,30,2.698,30,6.337,30,
25/07/2006 0:00,7.248,30,4.021,30,11.053,30,
26/07/2006 0:00,9.813,30,5.337,30,12.795,30,
27/07/2006 0:00,12.017,30,9.497,30,13.711,30,
28/07/2006 0:00,18.979,30,9.497,30,23.853,30,
29/07/2006 0:00,26.254,20,23.853,20,28.853,20,
30/07/2006 0:00,47.054,20,28.853,20,53.43,20,
