"","metric","pval.linear","r2.linear","pval.quad","r2.quad","padj.linear","padj.quad"
"value","leaf.area",0.000242484967911988,0.27706,0.00100179927834508,0.286,0.00250567800175721,0.0103519258762325
"value5","wood.density",0.0202338042616779,0.12181,0.00949912599273602,0.2032,0.156811983028004,0.0736182264437042
"value4","flowering.duration",0.0282008004789331,0.10954,0.015940819655701,0.18282,0.164436382056335,0.0975032152903799
"value3","maximum.height",9.28251041706324e-05,0.30786,8.31736922598637e-08,0.54853,0.0014387891146448,1.28919223002789e-06
"value2","seed.mass",0,1,0,1,0,0
"value1","FDis",0.0318263965270327,0.10507,0.0188715900562026,0.17606,0.164436382056335,0.0975032152903799
