"","metric","pval.linear","r2.linear","pval.quad","r2.quad","padj.linear","padj.quad"
"value","nbsp",0,1,0,1,0,0
"value20","redun",2.00553814389008e-07,0.47837,1.02253898094887e-11,0.709,1.70690908823806e-06,1.05662361364716e-10
"value19","simpson",0.000131336664274969,0.29686,1.21646073658545e-07,0.54007,0.000508929574065506,9.42757070853721e-07
"value18","flowering.duration",4.11286307714147e-05,0.33307,0.000186187324808523,0.34227,0.000182141079130551,0.000721475883633027
"value17","maximum.height",0.0229529243804669,0.11715,0.0172199533757496,0.17974,0.0374495081997092,0.0333636596655148
"value16","seed.mass",1.8843748497973e-06,0.42125,1.30000024172754e-05,0.42236,9.73593672395274e-06,5.75714392765053e-05
"value15","RaoQ",6.01941718210655e-07,0.45105,2.46229031027898e-06,0.46739,3.73203865290606e-06,1.27218332697747e-05
"value14","FEve",0.00421091492921471,0.17906,0.0163677077587181,0.18177,0.0130538362805656,0.0333636596655148
"value13","FRic",2.81669629733491e-13,0.7229,1.99077625224056e-14,0.78539,4.36587926086911e-12,3.08570319097287e-13
"value12","FDis",2.20246333966201e-07,0.47609,9.42368619003022e-07,0.49177,1.70690908823806e-06,5.84268543781873e-06
"value11","PC1",0.0137986483529947,0.14228,0.0209591208999849,0.17981,0.0267348811839271,0.0382195734058548
"value10","M_MaxM",0.0251869751111813,0.11912,0.0829636583247046,0.11985,0.0390398114223311,0.12247016228885
"value9","PS2YrARI",0.0463587580940897,0.09557,0.0355095194273832,0.15733,0.0684343571865133,0.0550397551124439
"value8","BFI",0.0105730429212377,0.15246,0.00756217162226305,0.22158,0.0252126408121821,0.0195356100241795
"value7","MRateRise",0.0078054805065635,0.164,0.00634843184174355,0.22853,0.0204761480833204,0.0178910351903682
"value6","LSPeak",0.0217571618745081,0.12477,0.0335859199959948,0.15973,0.0374495081997092,0.0547980799934652
"value5","CVAnnHSNum",0.0122909762442645,0.14671,0.00510139813555829,0.23714,0.0267348811839271,0.0158143342202307
"value4","MDFAnnHSNum",0.0202095339490801,0.12761,0.0166496383127888,0.18943,0.0368526795542049,0.0333636596655148
"value3","HSMeanDur",0.00792625087096274,0.16342,0.0308227332273859,0.16342,0.0204761480833204,0.0530835961138313
"value2","CVMDFDry",0.0134564056508047,0.14324,0.0164880985624326,0.18984,0.0267348811839271,0.0333636596655148
"value1","MDFMDFDry",0.000212283632414926,0.29331,0.000993192929509094,0.29854,0.000731199178318078,0.0034209978683091
