"","metric","pval.linear","r2.linear","pval.quad","r2.quad","padj.linear","padj.quad"
"value","exotics",0.00408439488383043,0.18016,0.00527756102215756,0.22572,0.0126616241398743,0.0192156832859358
"value12","richness",0.000371193561764874,0.26305,0.00147659760754684,0.27236,0.00191783340245185,0.00762908763899201
"value11","redun",2.90166676781348e-19,0.85573,3.83465238186885e-22,0.90978,4.49758349011089e-18,5.94371119189672e-21
"value10","FunRao",5.26070103384256e-18,0.83448,1.65163211425185e-19,0.87872,5.43605773497064e-17,1.70668651806025e-18
"value9","simpson",0,1,0,1,0,0
"value8","nbsp",0.000131464744950114,0.29683,0.000570987854690604,0.30532,0.000815081418690709,0.00354012469908175
"value7","RaoQ",0.00215886328752751,0.20281,0.00557874676043299,0.22362,0.0076741371924242,0.0192156832859358
"value6","FRic",0.00222797531392961,0.2017,0.0075459199454264,0.2121,0.0076741371924242,0.0233923518308218
"value5","FDis",8.76863670096799e-05,0.30965,0.000104531162094335,0.36053,0.000679569344325019,0.000810116506231096
"value4","soil_awc",0.00194313088233657,0.20651,0.00345189630212192,0.24159,0.0076741371924242,0.0152869693379685
"value3","clim_tsea",0.0154922038121264,0.13165,0.0468637091742814,0.13868,0.0403900089538075,0.114120915499744
"value2","clim_trng",0.0169377456903064,0.12837,0.0478571581127958,0.1378,0.0403900089538075,0.114120915499744
"value1","clim_tmin",0.0168802489777978,0.12849,0.042878565586141,0.14241,0.0403900089538075,0.114120915499744
