"","metric","pval.linear","r2.linear","pval.quad","r2.quad","padj.linear","padj.quad"
"value","exotics",0.0394532492813846,0.097134,0.031692401027915,0.15496,0.059179873922077,0.0380308812334979
"value11","redun",0.170005882873594,0.044352,8.11583459895538e-05,0.36838,0.226674510498126,0.000212509813378765
"value10","FunRao",2.04187840243972e-12,0.69575,4.43970184087458e-13,0.75029,8.16751360975889e-12,1.77588073634983e-12
"value9","simpson",8.76863670096799e-05,0.30965,0.000433263899518793,0.31461,0.000210447280823232,0.000866527799037587
"value8","RaoQ",3.81364117838227e-27,0.93908,7.4310908890867e-26,0.94054,2.28818470702936e-26,4.45865453345202e-25
"value7","FDiv",1.37861465417279e-05,0.36564,8.85457555744855e-05,0.36569,4.13584396251837e-05,0.000212509813378765
"value6","FDis",0,1,0,1,0,0
"value5","C_MaxM",0.0215482349259152,0.11949,0.00733419431876675,0.21319,0.0369398313015689,0.0110012914781501
"value4","PS10YrARI",0.268906243324825,0.029021,0.0210771335212435,0.17161,0.293352265445264,0.0281028446949914
"value3","LSPeak",0.010723088072976,0.14517,0.0401150874782427,0.14519,0.021446176145952,0.0401150874782427
"value2","HSPeak",0.655723278892961,0.0047776,0.0385160165760731,0.14689,0.655723278892961,0.0401150874782427
"value1","soil_awc",0.25817999291403,0.030334,0.00232712438201474,0.25604,0.293352265445264,0.00398935608345385
