"","metric","pval.linear","r2.linear","pval.quad","r2.quad","padj.linear","padj.quad"
"value","maximum.height",0,1,0,1,0,0
"value2","seed.mass",9.28251041706331e-05,0.30786,0.000247128483331413,0.33312,0.00143878911464481,0.0038304914916369
"value1","SLA",0.00698100831003563,0.16082,0.00526315661939068,0.22582,0.0721370858703682,0.0543859517337036
