"","metric","pval.linear","r2.linear","pval.quad","r2.quad","padj.linear","padj.quad"
"value","flowering.duration",0.789432020144326,0.0017168,0.027486146787419,0.16081,0.789432020144326,0.0317147847547143
"value14","maximum.height",0.146720722591715,0.049475,5.35319765960605e-05,0.38107,0.200073712625066,0.000133829941490151
"value13","seed.mass",0.0122792151153976,0.1402,0.044980910591619,0.1404,0.0204653585256626,0.044980910591619
"value12","SLA",0.259334403916285,0.03019,0.0274699136808044,0.16084,0.324168004895356,0.0317147847547143
"value11","redun",0.0373465510446214,0.099161,2.4943340968927e-07,0.52368,0.0560198265669321,9.35375286334762e-07
"value10","FunRao",6.31025499790799e-14,0.74181,2.82956299463603e-14,0.78167,3.15512749895399e-13,1.41478149731802e-13
"value9","simpson",8.24246445034423e-06,0.38047,2.48606271173424e-05,0.4038,3.09092416887909e-05,7.45818813520273e-05
"value8","RaoQ",4.21009337641487e-30,0.95593,4.9035601934907e-29,0.9584,3.15757003231116e-29,3.67767014511802e-28
"value7","FDiv",1.66062970452269e-05,0.3602,9.50481773881995e-05,0.36349,4.98188911356806e-05,0.000203674665831856
"value6","FDis",0,1,0,1,0,0
"value5","regulation",0.00973114499711175,0.1632,0.0113712396865638,0.21493,0.0182458968695845,0.0189520661442729
"value4","C_MaxM",0.00496328245278666,0.17315,0.00192619380315463,0.26287,0.0106356052559714,0.00361161338091494
"value3","PS10YrARI",0.403034592548407,0.016707,0.0358042647554659,0.14992,0.465039914478931,0.0383617122379992
"value2","LSPeak",0.00381949731876197,0.18256,0.015515697859572,0.1839,0.00954874329690492,0.0211577698085073
"value1","soil_awc",0.561635371335722,0.0080841,0.0131316386631856,0.19051,0.601752183573988,0.0196974579947784
